,Treatment,Nucleus Mean Intensity,Nucleus Area Size,Nucleus Eccentricity,Nucleus Compactness,Nucleus Texture Variance
2310,A13318152,0.030066468,16557.0,0.852119013,1.523550035,0.805071473
2311,A13318152,0.028469549,10617.0,0.791893264,1.237879713,0.500500802
2312,A13318152,0.02982497,17985.0,0.53686355,1.444067217,1.291918837
2313,A13318152,0.025540241,10892.0,0.632211329,1.151028058,0.498347134
2314,A13318152,0.032776251,24953.0,0.836170664,1.75273695,1.261615015
2315,A13318152,0.025737962,9465.0,0.634289095,1.146406654,0.670614546
2316,A13318152,0.032289292,11098.0,0.715057665,1.355951799,0.726255415
2317,A13318152,0.033850579,10282.0,0.359144205,1.163866743,1.372904658
2318,A13318152,0.029133105,12615.0,0.816334818,1.916456711,0.660088464
2319,A13318152,0.032476037,11877.0,0.726117386,1.208841836,0.627365058
2320,A13318152,0.021325201,18640.0,0.722089351,1.285997227,0.421224139
2321,A13318152,0.032101339,13040.0,0.623000266,1.31176091,1.041132726
2322,A13318152,0.02533434,12766.0,0.874496063,2.109795667,0.733456305
2323,A13318152,0.031555138,12229.0,0.544499449,1.588101318,0.928263725
2324,A13318152,0.027980139,13365.0,0.598143679,1.163925379,0.998366029
2325,A13318152,0.024625229,10823.0,0.593666351,1.246176919,0.614447279
2326,A13318152,0.027324835,13502.0,0.798071004,1.337720142,0.92082155
2327,A13318152,0.023131925,8943.0,0.852892252,1.331843447,0.592626842
2328,A13318152,0.022975495,15225.0,0.709824483,1.199452742,0.549236397
2329,A13318152,0.022329524,8666.0,0.650911871,1.225404223,0.58053094
2330,A13318152,0.022510878,13200.0,0.465842925,1.417501136,0.478924857
2331,A13318152,0.023727918,14564.0,0.634230999,1.289671349,0.400147442
2332,A13318152,0.021748923,7878.0,0.923990972,1.883289496,0.444333917
2333,A13318152,0.023865647,12202.0,0.613310186,1.170487768,0.46868902
2334,A13318152,0.023900273,12028.0,0.644227288,1.161295639,0.584166676
2335,A13318152,0.019641132,14449.0,0.713278145,1.233022758,0.617162794
2336,A13318152,0.025737566,12993.0,0.688901413,1.171242484,0.791251731
2337,A13318152,0.023248993,13452.0,0.706777592,1.205630986,0.643202026
2338,A13318152,0.022536304,19650.0,0.610991573,1.152158479,0.66022616
2339,A13318152,0.024599045,14310.0,0.562624517,1.151778931,0.705181699
2340,A13318152,0.020248515,20791.0,0.452475203,1.123016536,0.458978418
2341,A13318152,0.017325246,7885.0,0.627037695,1.430859397,0.334369036
2342,A13318152,0.019466554,7907.0,0.79332183,1.651754217,0.384137432
2343,A13318152,0.020838224,12608.0,0.78221479,1.237313117,0.810825079
2344,A13318152,0.021108796,17376.0,0.732752962,1.289850711,0.613205683
2345,A13318152,0.025389023,26169.0,0.653986727,2.011602088,1.467794036
2346,A13318152,0.025892265,10702.0,0.72008235,1.356779701,0.967705526
2347,A13318152,0.017107039,8235.0,0.785042937,1.594130901,0.307033239
2348,A13318152,0.029179129,18637.0,0.647431569,1.880604309,2.023736332
2349,A13318152,0.030170643,14072.0,0.547990819,1.132898345,1.854577282
2350,A13318152,0.029381933,20369.0,0.607422325,1.13765822,1.491286324
2351,A13318152,0.025308865,14714.0,0.630616735,1.38786769,0.731528121
2352,A13318152,0.025575516,15116.0,0.406010701,1.116950104,0.940739253
2353,A13318152,0.020359023,18516.0,0.758345019,1.197757672,0.708973281
2354,A13318152,0.023570536,15012.0,0.339518147,1.123013009,0.701323551
2356,A13318152,0.020046056,14913.0,0.816906199,1.340901569,0.558412696
2357,A13318152,0.020390734,12479.0,0.822882312,1.286179207,0.463555898
2358,A13318152,0.018523116,13357.0,0.685565274,1.302029969,1.009944302
2359,A13318152,0.020234291,8290.0,0.539462874,1.220906646,0.368762465
2360,A13318152,0.020340567,11822.0,0.883178216,1.405476705,0.444003519
2361,A13318152,0.014107794,8453.0,0.734542059,2.192784936,0.29378566
2363,A13318152,0.018160852,8342.0,0.81500153,1.285688217,0.229401417
2364,A13318152,0.018118327,16680.0,0.755801885,1.292305998,0.365878888
2365,A13318152,0.021410643,14063.0,0.287431702,1.123305126,0.41577443
2366,A13318152,0.019545177,8450.0,0.63195179,1.155559765,0.236962753
2367,A13318152,0.0148176,16269.0,0.74203197,1.211760907,0.276135358
2368,A13318152,0.022134563,16301.0,0.725996256,1.20860774,0.342838286
2369,A13318152,0.019548167,19194.0,0.57590881,1.18750078,0.428563749
2370,A13318152,0.018719862,14157.0,0.6416518,1.145592147,0.274133228
2371,A13318152,0.020957644,14766.0,0.64992703,1.209753855,0.495382337
2373,A13318152,0.02101233,17646.0,0.696353958,1.184953168,0.509314949
2374,A13318152,0.016528015,14446.0,0.267655059,1.216128296,0.230950194
2375,A13318152,0.014495545,20269.0,0.782259442,1.491072037,0.295553501
2376,A13318152,0.020547077,12722.0,0.62171394,1.194087826,0.372971574
2377,A13318152,0.018801713,10531.0,0.475220657,1.790396866,0.268711952
2378,A13318152,0.019996015,15104.0,0.713164926,1.2927488,0.418593545
2379,A13318152,0.018251359,14927.0,0.521575477,1.154431453,0.334321574
2380,A13318152,0.022617954,22131.0,0.652514116,1.152965074,0.586199865
2381,A13318152,0.019182554,12181.0,0.617147143,1.157683401,0.402599225
2382,A13318152,0.02262288,10321.0,0.563202957,1.917236056,0.921588319
2383,A13318152,0.012826995,12020.0,0.744255132,1.290737909,0.456469009
2384,A13318152,0.016097536,12938.0,0.661194236,1.186461874,0.361212259
2385,A13318152,0.016541604,11602.0,0.724799615,1.218261774,0.388557293
2386,A13318152,0.012523928,14768.0,0.553256179,1.879182038,0.461802657
2387,A13318152,0.024400049,18253.0,0.431132292,1.167308153,1.680014611
2388,A13318152,0.016928309,11084.0,0.576635944,1.200760141,0.394391765
2389,A13318152,0.019569618,12812.0,0.735890769,1.243292029,1.003732235
2390,A13318152,0.017192252,9075.0,0.708657562,1.199200276,0.368144393
2391,A13318152,0.02740725,20127.0,0.551706547,1.140506349,2.854693018
2392,A13318152,0.021460036,13301.0,0.826728573,1.27393459,0.652989123
2393,A13318152,0.021862597,21563.0,0.821625975,1.492568551,3.239346619
2394,A13318152,0.012862548,13044.0,0.35815393,1.430570143,0.424018208
2395,A13318152,0.013863253,17548.0,0.528616751,1.128092696,0.347630693
2397,A13318152,0.025044561,8814.0,0.387380422,1.266724346,7.095068357
2399,A13318152,0.013496045,12216.0,0.540926665,1.798123593,0.33471948
