Treatment,Nucleus Mean Intensity,Nucleus Area Size,Nucleus Eccentricity,Nucleus Compactness,Nucleus Texture Variance
ABT-199,0.018606797,11044,0.585333869,3.043294874,0.559042835
ABT-199,0.028510787,22329,0.694862732,1.891203823,1.392074718
ABT-199,0.022511092,20017,0.51635867,1.169397973,0.582479056
ABT-199,0.024269818,10718,0.530456846,1.151926997,0.438261569
ABT-199,0.021574384,18654,0.683322589,1.237516441,0.352084365
ABT-199,0.014719255,18531,0.651748294,1.204390586,0.312594402
ABT-199,0.023724452,17007,0.708375329,1.182526783,0.7805499
ABT-199,0.022852565,10111,0.694488957,1.186005618,0.393261181
ABT-199,0.022434235,11520,0.677192029,1.189800972,0.514712397
ABT-199,0.026820115,9932,0.569114161,1.233546039,5.559112594
ABT-199,0.024393779,13900,0.622282938,1.215193278,0.644933365
ABT-199,0.02685442,10220,0.57746207,1.32851834,19.72593279
ABT-199,0.013292605,11265,0.695229506,1.202690385,0.237267903
ABT-199,0.01642844,8913,0.779109129,2.134072274,0.358488715
ABT-199,0.021801423,12360,0.690630993,1.203627668,0.553094366
ABT-199,0.016686523,8863,0.610184699,1.328617594,0.247879038
ABT-199,0.020665964,15118,0.691866256,1.415439175,0.745516766
ABT-199,0.018713481,15356,0.659544168,1.185110806,0.469697182
ABT-199,0.021101125,14278,0.400815136,1.118767685,0.702477019
ABT-199,0.018533695,10345,0.76439545,1.190878377,0.398691076
ABT-199,0.018871603,15240,0.506546837,1.150940844,0.514568214
ABT-199,0.020085201,14688,0.725388979,1.22491358,0.715047567
ABT-199,0.026642382,15781,0.443953011,1.534114903,3.124348281
ABT-199,0.017642041,15017,0.702616842,1.185377358,0.45578613
ABT-199,0.021556931,20202,0.691564826,1.183853782,0.972386952
ABT-199,0.021027503,20766,0.566162663,1.497042462,0.730470818
ABT-199,0.022280784,14746,0.378629711,1.138454345,0.867025219
ABT-199,0.017251725,14687,0.535577637,1.170640447,0.387941887
ABT-199,0.021378834,16039,0.625522217,1.18778838,0.623481013
ABT-199,0.021962355,20950,0.766295805,1.208584386,0.693860724
ABT-199,0.020953479,14695,0.643021859,1.185216381,0.872494299
ABT-199,0.022254097,20586,0.358324365,1.407957812,1.330091667
ABT-199,0.02203672,11306,0.627160633,1.17044748,0.453019646
ABT-199,0.023445656,19273,0.500588542,1.151150641,0.829246071
ABT-199,0.023133727,11979,0.614471682,1.27744457,0.577036429
ABT-199,0.020263528,14884,0.530407862,1.272355314,0.510533946
ABT-199,0.022667428,10244,0.362342104,1.122262306,0.606458562
ABT-199,0.028936883,14510,0.460882753,1.117018416,1.241565294
ABT-199,0.021179235,16699,0.57944338,1.188232689,0.986436667
ABT-199,0.022597388,8478,0.66021357,1.227060194,0.501409578
ABT-199,0.02413512,12276,0.675998431,1.188755624,0.63433649
ABT-199,0.017245675,18064,0.568917732,1.148783267,0.457621469
ABT-199,0.025760114,13883,0.509973065,1.144589322,0.651564263
ABT-199,0.020521156,21163,0.68639869,1.191030139,0.619769179
ABT-199,0.025256144,10498,0.711533654,1.273918603,0.604593331
ABT-199,0.024066595,19166,0.611471168,1.152081825,0.42311053
ABT-199,0.027001996,9816,0.701318332,1.166095702,1.083149079
ABT-199,0.022683899,10164,0.635784686,1.194361749,0.491006286
ABT-199,0.018901512,15665,0.555657114,1.176499414,0.590978373
ABT-199,0.027020899,13622,0.611068542,1.216724725,1.06201155
ABT-199,0.024440404,9637,0.72067312,1.187125619,0.60194601
ABT-199,0.020031748,11435,0.816673687,1.26275009,0.512321139
ABT-199,0.023862715,18095,0.614166372,2.420228901,0.918202907
ABT-199,0.01606922,14759,0.281751922,1.129671012,0.398301128
ABT-199,0.01959672,11422,0.612848937,1.357696337,0.23687257
ABT-199,0.018018518,12109,0.760573624,1.26175316,0.357417931
ABT-199,0.020136036,11877,0.7209215,1.332351317,0.289084445
ABT-199,0.024299352,19402,0.514585173,1.153487173,1.039971378
ABT-199,0.01747214,12484,0.484262067,1.223058189,0.383267497
ABT-199,0.024891981,12007,0.652215262,1.203494174,0.701964711
ABT-199,0.020076543,23208,0.791317094,1.42743036,0.608773639
ABT-199,0.024022317,11605,0.62151945,1.17499801,0.455414251
ABT-199,0.016755445,11226,0.830657935,1.646398144,0.191294359
ABT-199,0.012737021,8924,0.907017436,1.677660422,0.148401134
ABT-199,0.016301346,10388,0.51889152,1.618062625,0.281672205
ABT-199,0.015385479,10888,0.526501338,1.141277386,0.20460296
ABT-199,0.014198024,9895,0.390978554,1.131049621,0.266918684
ABT-199,0.023325177,19528,0.594373402,1.141853507,0.850369372
ABT-199,0.023776393,8575,0.612265616,1.276081419,2.264718303
ABT-199,0.016786168,15175,0.746726409,1.220706874,0.647465075
ABT-199,0.015109581,11988,0.526301775,1.240977476,0.247354169
ABT-199,0.015293158,15048,0.529858452,1.19022911,0.346389954
ABT-199,0.0206921,16839,0.459488893,1.25576942,1.317987888
ABT-199,0.019196235,12895,0.623841125,1.189328892,0.861891791
ABT-199,0.020701924,12722,0.516821604,1.181540996,1.509702116
ABT-199,0.021284789,14815,0.280170278,1.27543108,1.730975165
ABT-199,0.019848079,13765,0.417126123,1.115179348,0.969340663
ABT-199,0.018966017,9813,0.838676088,1.312954316,1.215201814
ABT-199,0.015911459,14146,0.400860123,1.129207197,0.297143348
ABT-199,0.020017922,21806,0.553703774,1.180860309,1.206975101
ABT-199,0.021659371,16352,0.484513437,1.160714816,1.704224073
ABT-199,0.019422248,23050,0.352042781,1.268073994,1.806158345
ABT-199,0.020187625,28764,0.541689423,1.335582615,2.141954401
ABT-199,0.017815143,17609,0.404768076,1.123091288,0.80730506
ABT-199,0.019551012,20128,0.749445542,1.25902378,0.853034696
ABT-199,0.019566845,18803,0.633031768,1.135472591,1.190718151
ABT-199,0.021312257,22843,0.62276722,1.187317277,1.355514201
ABT-199,0.018248239,27196,0.45787448,1.32962936,2.689581867
ABT-199,0.018850487,24824,0.435656748,1.125525852,0.896816881
ABT-199,0.016518872,13881,0.614641719,1.138759495,0.399718479
ABT-199,0.019521924,27144,0.563925037,1.433257694,0.978728977
ABT-199,0.02375548,17803,0.649920345,1.144784007,0.942625787
ABT-199,0.014635742,13534,0.613872264,1.425943261,0.31059302
ABT-199,0.020075465,12037,0.64153634,1.157971017,0.519244013
ABT-199,0.020916027,14157,0.585215715,1.154740599,0.95340329
ABT-199,0.027088246,17149,0.704538352,1.208173073,1.577114672
ABT-199,0.023700502,24292,0.685739646,1.154956884,1.178445239
ABT-199,0.024977009,14152,0.686300737,1.23016338,1.56153702
ABT-199,0.024485273,10259,0.723362541,1.199634706,1.229711899
ABT-199,0.020952634,10340,0.775698155,1.286897088,0.613396161
ABT-199,0.021455587,12700,0.667538738,1.150910285,1.196437599
ABT-199,0.025573533,16292,0.734894387,1.304258293,1.624681827
ABT-199,0.023468412,14758,0.449113496,1.10869806,0.839856984
ABT-199,0.017640119,15810,0.681000943,1.160727419,0.363652336
ABT-199,0.020864813,11526,0.857685372,1.497545322,0.80770149
ABT-199,0.020541221,16170,0.769306251,1.217787616,0.759776209
ABT-199,0.023589073,16481,0.671132214,1.179141085,1.135707776
ABT-199,0.018378866,10484,0.795745445,1.234963507,0.374001861
ABT-199,0.025667817,19942,0.704947168,1.186251873,1.151857651
ABT-199,0.022689657,17240,0.715592365,1.297445659,1.818237642
ABT-199,0.023173703,21453,0.695245531,1.163078411,0.996375202
ABT-199,0.019420196,17197,0.783559638,1.245004458,0.293650696
ABT-199,0.016508724,13135,0.684978289,1.300112814,0.339258483
ABT-199,0.017800515,14039,0.401789693,1.20032122,0.414762367
ABT-199,0.020189437,14291,0.708527741,1.268043153,1.210514891
ABT-199,0.014408334,11025,0.871001158,1.849313883,0.25128918
ABT-199,0.01771581,12823,0.736015802,1.213121944,0.376490461
ABT-199,0.019395245,19586,0.586614448,1.148753206,0.539814585
ABT-199,0.011618463,13165,0.495378586,1.341361982,0.091380938
ABT-199,0.018945162,22916,0.64818893,1.152339913,0.651437914
ABT-199,0.016744345,14521,0.807009795,1.292420231,0.363905473
ABT-199,0.014541666,13740,0.73155144,1.244708189,0.37427143
ABT-199,0.015875074,17414,0.589341433,1.146749601,0.579284991
ABT-199,0.015944791,18803,0.598311867,1.128220071,0.305970736
A13318152,0.009812474,17975,0.840373146,1.743829745,1.043093914
A13318152,0.008016058,8575,0.616204141,1.231555188,0.071939042
A13318152,0.011143794,17701,0.46239436,1.120519237,0.08931371
A13318152,0.010048568,14777,0.86011937,1.552022406,0.268947315
A13318152,0.009520352,13401,0.475859963,1.233842504,0.263655031
A13318152,0.009772128,15618,0.879807581,1.846878705,0.250127906
A13318152,0.010820877,14465,0.720590298,1.350631522,0.167649708
A13318152,0.011304116,20670,0.738558217,1.206344782,0.1353194
A13318152,0.012023675,11003,0.807421214,1.391923714,0.162858658
A13318152,0.019759642,17227,0.329165718,1.129377642,2.301001061
A13318152,0.011812654,12190,0.795246448,1.240000064,0.173201125
A13318152,0.023723982,18730,0.261360465,1.141851599,3.208454977
A13318152,0.012574382,13762,0.704899782,1.177423972,0.149700764
A13318152,0.011715862,8896,0.787579571,1.367000094,0.118899168
A13318152,0.011081977,13065,0.654284388,1.153845791,0.146003773
A13318152,0.011058934,22794,0.847243859,1.645606286,0.459507799
A13318152,0.011595255,10715,0.816092624,1.261812363,0.153403339
A13318152,0.012053341,19364,0.757098064,1.806030716,0.544625932
A13318152,0.011028258,16842,0.567124481,1.209624474,0.16443085
A13318152,0.012241002,16919,0.690285274,1.23801014,0.247411433
A13318152,0.009492353,13471,0.673984061,1.282429673,0.227444944
A13318152,0.010374817,13218,0.633949006,1.155891134,0.253156886
A13318152,0.011207629,16764,0.62206866,1.498227024,0.457667003
A13318152,0.009991351,13011,0.639999734,1.179963223,0.246454955
A13318152,0.01228739,9649,0.350501187,1.524379442,0.16005036
A13318152,0.009384739,13057,0.768606333,1.28370326,0.219405019
A13318152,0.009757645,16047,0.722225269,1.178683486,0.249690607
A13318152,0.009006064,23462,0.426457255,1.191100769,0.202968169
A13318152,0.011892846,11282,0.760513753,1.177128585,0.129807599
A13318152,0.010773827,12957,0.560347344,1.614369562,0.201170771
A13318152,0.010695412,9777,0.750630069,1.21659807,0.110564752
A13318152,0.01019633,9206,0.764082887,1.615773662,0.222888217
A13318152,0.009234074,8926,0.529470869,1.29951059,0.202478661
A13318152,0.009249127,10113,0.691174831,1.573191894,0.203231275
A13318152,0.009285803,16640,0.644781166,1.426062225,0.221238247
A13318152,0.01259666,9251,0.77917329,1.318485117,0.183480823
A13318152,0.011066036,16861,0.818550521,3.00843996,0.362556478
A13318152,0.010050738,21385,0.560237003,1.614455915,0.262669416
A13318152,0.010739785,8200,0.827136741,1.596880037,0.383026841
A13318152,0.012888511,13194,0.789309769,1.246215391,0.210561503
A13318152,0.014726953,11836,0.603025652,1.140634221,0.406452109
A13318152,0.015417274,16924,0.855623268,1.362788762,0.57049969
A13318152,0.017130754,12391,0.760892446,1.244084094,0.491592168
A13318152,0.017556705,24261,0.696243414,1.246488667,0.897800074
A13318152,0.016666239,19382,0.742435814,1.380083899,0.719939507
A13318152,0.017080634,22994,0.733023381,1.21088354,0.912461526
A13318152,0.014997295,13392,0.762980662,1.348138999,0.49591569
A13318152,0.035520546,15913,0.417215359,1.203919689,65.59616193
A13318152,0.018686084,13721,0.519702289,1.185064061,0.63355723
A13318152,0.013993429,14068,0.826003314,1.303684879,0.537244973
A13318152,0.026484611,10431,0.49029884,1.229830555,13.30019175
A13318152,0.012190129,16262,0.794477678,1.91228523,0.427477454
A13318152,0.010682603,12543,0.816880295,1.323962699,0.201790682
A13318152,0.015197646,17290,0.832680605,2.016393829,0.700752782
A13318152,0.0132261,22735,0.836900957,1.657277354,0.889003742
A13318152,0.015754858,16760,0.636629399,1.142140822,0.390457525
A13318152,0.008950931,9585,0.980537321,4.453925492,0.196880789
A13318152,0.014820201,20517,0.738118692,1.475991216,0.240538798
A13318152,0.018001043,17538,0.716479048,1.210734718,0.515414359
A13318152,0.012144908,9247,0.429337879,1.298245773,0.737223751
A13318152,0.017558575,16379,0.426351734,1.141235363,0.541678452
A13318152,0.025220142,12601,0.608193251,1.18193317,7.167242746
A13318152,0.015733724,25288,0.697940172,1.189929765,0.44957537
A13318152,0.021466022,16942,0.760595938,1.2034403,0.981961633
A13318152,0.023496559,11189,0.468995134,1.222973543,6.50801213
A13318152,0.015593078,12811,0.612879913,1.332175793,0.60196338
A13318152,0.014408239,8440,0.398497255,1.427931464,0.876762848
A13318152,0.014554693,23138,0.815732542,2.124966783,0.709211599
A13318152,0.012764095,9700,0.85164188,1.389490862,0.287396727
A13318152,0.017370445,9866,0.624068405,1.170089217,0.573610308
A13318152,0.015934933,12041,0.879047127,1.466758374,0.354559687
A13318152,0.014664882,11593,0.706113501,1.192581066,0.243893755
A13318152,0.021905152,15485,0.758563461,1.259406823,3.636007094
A13318152,0.01503471,9569,0.678214975,1.175644283,0.182274673
A13318152,0.018007564,16281,0.478851911,1.210497442,0.36449553
A13318152,0.016331474,12175,0.672114256,1.503341207,0.432148609
A13318152,0.014066634,15956,0.290329645,1.186526645,0.388607371
A13318152,0.013296264,12251,0.38869854,1.225596721,0.316809276
A13318152,0.011614561,12317,0.754009884,1.659435059,0.052696778
A13318152,0.015071788,10270,0.694794462,1.257297734,0.283510448
A13318152,0.021953448,11777,0.73060915,1.346945747,0.353231515
A13318152,0.022769876,16517,0.840300735,1.942647625,0.62540469
A13318152,0.018840405,22188,0.678835576,1.272150611,0.464864666
A13318152,0.025547651,16895,0.735696352,1.229437465,0.632386819
A13318152,0.017973507,11375,0.676665169,1.311652284,0.648107343
A13318152,0.021714125,16446,0.825734014,1.287404078,0.43523573
A13318152,0.021890681,15445,0.70484145,1.197369324,0.347327554
A13318152,0.020452082,19679,0.641121466,1.167343707,0.617849393
A13318152,0.018702396,25972,0.688962716,1.173936966,0.461317406
A13318152,0.016566541,14089,0.809300785,1.45187581,0.146916524
A13318152,0.024253461,11777,0.777980627,1.23235326,0.613477082
A13318152,0.021344046,9163,0.84556793,1.36793276,0.3783579
A13318152,0.019752353,15198,0.741982248,1.217844111,0.438624557
A13318152,0.018682361,12743,0.7228486,1.201406558,0.276901114
A13318152,0.021797214,11380,0.769006133,1.300455456,2.668508487
A13318152,0.018560579,11599,0.527341759,1.185510389,0.311055887
A13318152,0.027912088,14585,0.742847241,1.551895712,2.051588642
A13318152,0.022197469,11040,0.73442425,1.175006406,0.404601008
A13318152,0.017393712,10554,0.608154755,1.202207722,0.269705519
A13318152,0.026451726,20165,0.66273615,1.163933291,1.007959666
A13318152,0.017606747,10633,0.619467146,1.135427851,0.426001408
A13318152,0.02162841,12574,0.722065427,1.903721129,0.482884436
A13318152,0.02090404,8965,0.801663708,1.341365943,0.616463597
A13318152,0.023317643,21101,0.69686536,1.178384905,0.527029838
A13318152,0.024717008,20221,0.427951139,1.175349835,0.731956132
A13318152,0.022787028,15045,0.89130965,1.692240408,1.296328607
A13318152,0.023808111,13462,0.675456499,1.155756371,0.947004143
A13318152,0.022063516,8089,0.705803339,1.193956361,0.806508444
A13318152,0.022912734,10863,0.749579679,1.19474637,0.394116438
A13318152,0.020420833,10616,0.761870724,1.320593873,0.354821541
A13318152,0.018305622,11648,0.614366975,1.154620369,0.458579871
A13318152,0.020137723,15589,0.547718568,1.173616561,0.355569778
A13318152,0.02651768,13997,0.724554751,1.204666791,1.020171574
A13318152,0.021242672,13767,0.777652691,1.209035759,0.574921109
A13318152,0.014638955,16681,0.761982727,1.327370588,0.213746641
A13318152,0.019131788,12385,0.703921222,1.195811392,0.655696161
A13318152,0.018495759,23433,0.858894556,1.636941636,0.637471387
A13318152,0.022740121,13607,0.797938748,1.417234932,0.430927932
A13318152,0.013871027,11793,0.799086869,1.369581369,0.277624351
A13318152,0.022519218,17857,0.753926763,1.23123546,0.521773884
A13318152,0.016699871,11553,0.419733218,1.127675881,0.416685773
A13318152,0.0202004,11129,0.821528479,1.303494827,0.218042945
A13318152,0.01952475,14920,0.597595839,1.160796015,0.450941309
A13318152,0.021497575,14661,0.82832515,1.441198631,0.376457609
A13318152,0.015296358,16024,0.708088523,1.166518598,0.362598039
A13318152,0.017188646,12075,0.761051309,1.441724084,1.977558969
A13318152,0.018470339,18470,0.755501547,1.344590212,0.236669021
A13318152,0.02014958,13818,0.573474443,1.7649307,0.614000135
A13318152,0.015922742,12094,0.729418765,1.189866007,0.253522869
A13318152,0.019419432,11292,0.764426762,1.302365032,0.31265203
A13318152,0.019347296,11835,0.856070628,1.393515273,0.197491746
A13318152,0.016887514,13001,0.84239215,1.795910838,0.294258406
A13318152,0.018143106,10178,0.768609904,1.243591949,0.237342424
A13318152,0.014162441,13109,0.560193456,1.247056424,0.306416648
A13318152,0.018415879,17294,0.682845638,1.651671224,0.374112765
A13318152,0.016383759,14965,0.649414758,1.155105368,0.363008606
A13318152,0.016339606,7993,0.633660356,1.428704076,0.136792642
A13318152,0.022838133,23083,0.874857704,1.805905217,0.735789575
A13318152,0.01463897,8112,0.820785888,2.026572267,0.605724649
A13318152,0.01912837,14580,0.702636018,1.209871731,0.691233203
A13318152,0.023987671,16322,0.795900364,1.818018736,1.156865527
A13318152,0.019886006,15744,0.709994347,1.479356839,1.859181191
A13318152,0.019498645,13239,0.732460162,1.166965655,0.691887488
A13318152,0.023792772,13649,0.668025738,1.249299717,0.696444654
A13318152,0.024255382,11501,0.825084928,1.295579582,0.566038355
A13318152,0.02227678,11837,0.216546469,1.114732451,0.506614951
A13318152,0.024295244,11020,0.772138801,1.225342635,0.63220592
A13318152,0.025779628,12831,0.487350818,1.127800705,1.039485267
A13318152,0.024746434,15721,0.776337228,1.278959527,0.684694535
A13318152,0.023357268,12990,0.677467872,1.148358424,0.6615495
A13318152,0.01390486,15234,0.786392794,1.408062375,0.291928284
A13318152,0.026995593,15293,0.772268024,1.206333123,1.271744187
A13318152,0.022117692,13085,0.736306379,1.315334431,1.153970023
A13318152,0.021655235,10418,0.714733899,1.43186561,0.52991185
A13318152,0.024227721,22054,0.805111004,1.290330124,0.625651117
A13318152,0.030646857,11030,0.654404652,1.279100267,13.06918138
A13318152,0.026486793,14402,0.769813933,1.217693925,1.279843092
A13318152,0.022153215,13779,0.856374368,1.573859297,0.654214203
A13318152,0.025493632,18246,0.829793387,2.067675235,3.093303154
A13318152,0.022426595,14305,0.74729769,1.201811995,0.456827553
A13318152,0.02385016,17180,0.787538483,1.303578063,0.634817536
A13318152,0.023739194,11379,0.635519958,1.175526306,0.728222709
A13318152,0.020366956,11728,0.601425654,1.203786035,0.338721556
A13318152,0.02332626,15332,0.729003472,1.192374612,0.786345358
A13318152,0.02817283,19401,0.709468226,1.205709986,1.57310613
A13318152,0.023753352,16269,0.648494807,1.239666517,0.906568465
A13318152,0.026594753,13853,0.552440317,1.17986427,1.247906091
A13318152,0.030192801,27527,0.83273631,1.552679087,4.986599084
A13318152,0.023709363,8459,0.633095319,1.202359728,0.903908513
A13318152,0.021396899,8785,0.649987244,1.299901159,0.597268071
A13318152,0.02135185,12570,0.611429824,1.199054223,0.373756857
A13318152,0.021593185,14901,0.796549255,1.26124189,0.443224282
A13318152,0.023692208,13044,0.352859427,1.133810891,0.608530714
A13318152,0.020702763,9528,0.753806077,1.210958077,0.907691955
A13318152,0.021004316,12988,0.792497392,1.239783038,0.351869258
A13318152,0.020623955,10004,0.7807521,1.262144631,0.625266104
A13318152,0.024078801,9046,0.610859091,1.179258486,2.805978673
A13318152,0.021664426,20647,0.71420741,1.293175193,1.076036667
A13318152,0.021267113,18963,0.604040169,1.142908158,0.64276422
A13318152,0.031027154,11086,0.52303388,1.245069261,18.29340367
A13318152,0.022800186,10453,0.684563421,1.265518721,0.66324252
A13318152,0.02604091,27407,0.810849123,1.450984646,2.658138911
A13318152,0.019416652,9124,0.848104994,1.3405563,0.330810097
A13318152,0.015603322,12952,0.44955479,1.43131104,0.454458761
A13318152,0.019710886,10693,0.621365479,1.164109103,0.250158203
A13318152,0.023745135,15577,0.766217383,1.203600506,1.174517292
A13318152,0.024681479,12705,0.629592031,1.198020557,4.568424874
A13318152,0.019662014,11215,0.657757422,1.410734028,0.621284258
A13318152,0.021222875,21649,0.790331579,1.312960936,0.537634916
A13318152,0.028144311,8605,0.57282245,1.232171056,8.093075099
A13318152,0.023637217,14889,0.764310761,1.235322262,1.223284311
A13318152,0.020125429,14586,0.855712294,1.455535654,0.804194937
A13318152,0.021773449,14761,0.746917682,1.23413276,0.639064299
A13318152,0.021279283,17048,0.79798629,1.300401068,0.548655539
A13318152,0.022247017,11735,0.61442899,1.17855196,0.795452238
A13318152,0.022470749,12124,0.629164299,1.180718477,0.866744906
A13318152,0.019241489,11781,0.602093438,1.205619821,0.412895598
A13318152,0.022897298,15886,0.703826013,1.17742603,1.001005907
A13318152,0.026145031,20153,0.695371356,1.233005199,1.872356682
A13318152,0.024457738,14204,0.556757217,1.180861522,1.355072599
A13318152,0.022464073,15522,0.808940246,1.654168014,2.649527402
A13318152,0.028524359,26373,0.820700715,1.49271372,6.740476467
A13318152,0.021098073,9514,0.657801692,1.224226337,0.797720004
A13318152,0.021470951,13685,0.576151734,1.162411022,0.446966901
A13318152,0.020919391,16588,0.788066609,1.299473357,0.643703716
A13318152,0.02101612,10599,0.71305975,1.176472105,1.441065953
A13318152,0.023481965,13773,0.343025732,1.139901171,0.921192
A13318152,0.0204747,13984,0.723900522,1.233565034,0.486891547
A13318152,0.020266256,10597,0.782350792,1.283642981,0.911698607
A13318152,0.028115449,8739,0.66294238,1.174648373,4.376756445
A13318152,0.024218424,21814,0.691157601,1.240528623,2.016003389
A13318152,0.021676173,19255,0.597374943,1.140351835,0.765196291
A13318152,0.023067763,14260,0.64411732,1.415113922,1.324728382
A13318152,0.025926791,24363,0.694510352,1.197182478,3.247784437
A13318152,0.020204849,9908,0.840806447,1.281613956,0.390298382
A13318152,0.016981397,15954,0.692627402,1.234980592,0.709770047
A13318152,0.019550664,19368,0.781106779,1.417801346,1.064488657
A13318152,0.012916268,10609,0.634673645,1.171887071,0.287310745
A13318152,0.012600182,12796,0.359030038,1.653907204,1.072346356
A13318152,0.015448815,15874,0.734975662,1.255859621,0.59054604
A13318152,0.012288421,8074,0.767013057,1.540656048,0.606213445
A13318152,0.0125881,9989,0.813490514,1.745402526,0.149128108
A13318152,0.014558466,16191,0.472786668,1.483450339,0.448809845
A13318152,0.021241435,18857,0.684337994,1.174831786,0.912120887
A13318152,0.021903243,12890,0.725435095,1.159640232,0.589684291
A13318152,0.021820166,14836,0.854099049,1.308817603,0.608858889
A13318152,0.011914791,10458,0.850395713,1.433454976,0.169719108
A13318152,0.023733794,11768,0.609125289,1.143964409,1.086955956
A13318152,0.030401449,9257,0.263627024,1.148432853,10.96899321
A13318152,0.022105974,10022,0.702207081,1.252925854,0.886569156
A13318152,0.024444145,17338,0.751123923,1.487920493,5.303774532
A13318152,0.019439135,13752,0.407514502,1.141125268,0.852577829
A13318152,0.024335589,10593,0.684383381,1.210667481,0.919330559
A13318152,0.025281972,11071,0.740692896,1.20335218,1.194680042
A13318152,0.02041317,11135,0.73961747,1.215055725,0.626753156
A13318152,0.023407889,17454,0.67105554,1.181889333,0.753053473
A13318152,0.019385416,17300,0.431764159,1.15318827,0.789544309
A13318152,0.028695305,10225,0.609303971,1.177185116,2.593319682
A13318152,0.025563473,18252,0.748569832,1.221216785,1.002583491
A13318152,0.021446547,10336,0.720496319,1.200752006,0.657524452
A13318152,0.017561624,16039,0.870407087,1.587035175,0.320642595
A13318152,0.017500961,17043,0.787449743,1.299876957,0.506427256
A13318152,0.024688174,12708,0.70950206,1.334783486,3.882607679
A13318152,0.021302209,10437,0.554663671,1.152430915,0.627049278
A13318152,0.02424901,15089,0.63568248,1.201400283,0.86543811
A13318152,0.015107907,16107,0.830734198,1.53972697,0.398928592
A13318152,0.021842082,12390,0.559986392,1.127906892,0.569060223
A13318152,0.030169882,8923,0.56457518,1.294312219,12.19422309
A13318152,0.023860611,11314,0.516547543,1.12667524,0.824636557
A13318152,0.014720402,9907,0.676266144,1.251846235,0.236321774
A13318152,0.023125484,11251,0.767552434,1.206190646,0.653624523
A13318152,0.019617763,13346,0.93027464,1.750784432,0.752944697
A13318152,0.011822185,12384,0.691897667,1.31324767,0.067791728
A13318152,0.018624429,12556,0.554285146,1.148795031,0.408605885
A13318152,0.016691325,18089,0.775174983,1.507943474,0.377920681
A13318152,0.012784077,9604,0.858957012,2.026041783,0.173606754
A13318152,0.02237786,14606,0.58813166,1.329203421,0.985095794
A13318152,0.020739993,10371,0.744639514,1.196090682,0.423982363
A13318152,0.033670183,9742,0.546821258,1.166207209,12.64346128
A13318152,0.018318376,11070,0.779887114,1.259227259,0.353141987
A13318152,0.018027524,9549,0.649096931,1.168373646,0.332630241
A13318152,0.015648383,13807,0.701816253,1.208623254,0.201198687
A13318152,0.020268233,9241,0.729395636,1.172388142,0.343519308
A13318152,0.01793968,9409,0.820864501,1.269717518,0.298451625
A13318152,0.026701381,10590,0.357825307,1.19375658,4.493667315
A13318152,0.022965572,25013,0.89796108,1.719874014,2.671022017
A13318152,0.018383716,11261,0.733135596,1.224883945,0.470789876
A13318152,0.018910095,12068,0.677889953,1.15555125,0.342796873
A13318152,0.023716333,9741,0.687082117,1.293718626,2.875565718
A13318152,0.017163415,9821,0.641841637,1.424595677,0.260137588
A13318152,0.023149489,10951,0.586178613,1.166603912,0.582724288
A13318152,0.024784515,20095,0.735002709,1.30241637,0.965599862
A13318152,0.022208352,15363,0.615150584,1.229936305,11.91013388
A13318152,0.024484744,13839,0.753025929,1.179576691,0.844932814
A13318152,0.022233209,12954,0.701454147,1.173465395,0.912355128
A13318152,0.023586597,23317,0.640006683,1.358366499,1.053709436
A13318152,0.022668869,26253,0.768470515,1.771906034,1.918576237
A13318152,0.021311569,9370,0.395092258,1.672957352,0.924722311
A13318152,0.019544449,23321,0.895874779,2.064528591,0.550038879
A13318152,0.027743403,16643,0.663656909,1.142217632,1.493853123
A13318152,0.02614769,19734,0.694652822,1.224913831,1.275549501
A13318152,0.025651147,16278,0.50020779,1.165991441,0.951828116
A13318152,0.023057212,23917,0.8235583,1.663435371,1.204969661
A13318152,0.021842913,10791,0.651515907,1.236899308,0.736688651
A13318152,0.014701361,10609,0.301009208,1.678192631,0.810185399
A13318152,0.022923175,12198,0.695359441,1.174016373,0.619950152
A13318152,0.025162043,13159,0.676081754,1.26166,1.782439669
A13318152,0.023495961,10748,0.613716945,1.155555269,1.058847871
A13318152,0.023379395,13343,0.75530462,1.330058966,3.162405346
A13318152,0.019232448,25708,0.798358571,1.616657131,0.444082341
A13318152,0.019602555,9510,0.70353436,1.34500076,0.825363249
A13318152,0.024226662,15995,0.26196373,1.238327913,1.438216732
A13318152,0.014226735,9674,0.727323196,1.499337777,0.694466958
A13318152,0.022703709,11578,0.607222596,1.219722719,0.839032938
A13318152,0.019930539,10653,0.750488233,1.487721745,0.684007148
A13318152,0.020180865,13730,0.76489933,1.26371093,0.766986451
A13318152,0.019494042,12807,0.850794178,1.452843256,0.335849575
A13318152,0.021637652,16924,0.407068588,1.221907889,0.639385878
A13318152,0.017597128,15217,0.58551442,1.130761228,0.368284327
A13318152,0.014662371,8431,0.734605626,1.30289165,0.854828181
A13318152,0.022711924,8705,0.629174111,1.22862237,3.534148869
A13318152,0.016414506,9683,0.432645436,1.174195988,0.639645294
A13318152,0.014917188,19711,0.664715117,1.173703674,0.34615429
A13318152,0.017731877,16496,0.465775322,1.137488887,0.345479254
A13318152,0.017209467,14409,0.798344701,1.598862499,0.460652398
A13318152,0.019036231,12711,0.706349935,1.324568567,0.754801565
A13318152,0.01704664,13046,0.825616585,1.336747818,0.411392534
