Treatment,Nucleus Mean Intensity,Nucleus Area Size,Nucleus Roundness,Nucleus Texture Variance,Texture_Variance_DNA_3_00_256,Texture_Variance_DNA_3_01_256,Texture_Variance_DNA_3_02_256,Texture_Variance_DNA_3_03_256
A13318152,0.011724411,11375,0.629184076,0.068301337,0.06895217,0.068107316,0.068608603,0.06753726
A13318152,0.014977595,19053,0.748302195,0.375592589,0.376601909,0.375989443,0.379700797,0.370078207
A13318152,0.011032308,9923,0.706662963,0.060921713,0.06098526,0.061153918,0.062264634,0.05928304
A13318152,0.015037008,27391,0.661441458,0.467685604,0.469567257,0.468290099,0.468789955,0.464095106
A13318152,0.015792907,21300,0.839704622,2.340941374,2.335334007,2.341494523,2.336126614,2.350810351
A13318152,0.029105296,17581,0.402571704,24.7458525,24.72795965,24.76033933,24.73050157,24.76460946
A13318152,0.015767006,19474,0.499206251,0.565059229,0.570059891,0.563021809,0.56742914,0.559726075
A13318152,0.016342556,20045,0.73588332,0.863725129,0.865450126,0.860490732,0.872747005,0.856212651
A13318152,0.031489007,9442,0.703955355,16.75830956,16.91644647,16.67870272,16.804413,16.63367603
A13318152,0.023448295,23388,0.50665016,30.89798493,30.85582141,30.98905895,30.74235913,31.00470023
A13318152,0.030625479,12065,0.720856212,15.44004514,15.45694944,15.34291031,15.57080989,15.3895109
A13318152,0.01623589,22828,0.690597722,0.77307498,0.778820712,0.772649603,0.774154581,0.766675023
A13318152,0.027040314,10720,0.203625236,28.24031493,28.14720831,28.30829787,28.16729592,28.33845762
A13318152,0.018271957,26058,0.485968586,1.47671041,1.486225245,1.470631006,1.483179629,1.46680576
A13318152,0.018424065,22973,0.645910224,1.797921748,1.809321277,1.795943575,1.802520701,1.783901437
A13318152,0.016180415,21532,0.606527824,0.75560559,0.758429448,0.754817091,0.759595887,0.749579932
A13318152,0.022985564,24633,0.597133987,17.75710221,17.7341251,17.78430287,17.70141996,17.80856089
A13318152,0.047387005,13887,0.591995329,198.7993107,197.7410517,199.338648,198.4621929,199.65535
A13318152,0.011733904,20655,0.750692611,0.081527846,0.082547099,0.081536658,0.08096428,0.081063347
A13318152,0.0106418,12312,0.735085239,0.080146734,0.081218147,0.079954017,0.080133152,0.079281619
A13318152,0.011893014,8503,0.484521451,0.087215662,0.087612473,0.086212895,0.087576545,0.087460734
A13318152,0.011644289,16694,0.323776729,0.038267344,0.038715622,0.037971455,0.038403946,0.037978352
A13318152,0.024494919,24492,0.313553701,21.47567776,21.43119552,21.51803876,21.43334925,21.52012749
A13318152,0.029646423,20621,0.627185983,24.34601562,24.34011426,24.35208841,24.34153939,24.35032041
A13318152,0.013080742,12494,0.489883312,0.357011579,0.356046934,0.357720443,0.358108593,0.356170345
A13318152,0.015028632,11167,0.671987442,1.514950923,1.508741266,1.518825393,1.51389106,1.518345972
A13318152,0.015376843,16986,0.662283632,0.60775421,0.610321447,0.602719403,0.609849692,0.608126298
A13318152,0.010931141,8750,0.646874661,0.056123368,0.056401186,0.054256228,0.057642865,0.056193193
A13318152,0.019115424,27100,0.852358893,14.83472077,14.7325774,14.91366863,14.82070547,14.87193159
A13318152,0.018185921,28854,0.445958959,3.231480273,3.232377904,3.230011938,3.231892009,3.231639242
A13318152,0.015465161,8623,0.752156087,0.939098557,0.940660903,0.940281785,0.942872596,0.932578942
A13318152,0.017880811,9858,0.530315306,4.7878268,4.776060366,4.79742422,4.773422005,4.804400608
A13318152,0.02140491,24217,0.481471392,20.44704386,20.36055912,20.51146537,20.4002619,20.51588904
A13318152,0.023097793,24075,0.240727389,29.64867441,29.53916732,29.79117609,29.56128931,29.70306493
A13318152,0.029673664,22140,0.404826679,41.6692285,41.5920139,41.77420842,41.58859416,41.72209753
A13318152,0.017947589,21375,0.717798947,1.747557249,1.755856665,1.742214492,1.746287411,1.745870426
A13318152,0.020270564,9421,0.616626077,6.856932998,6.84215354,6.863723726,6.850127267,6.871727459
A13318152,0.015967691,11859,0.861132313,2.017180677,2.014963637,2.026769662,2.010493413,2.016495996
A13318152,0.036050574,17771,0.30947388,68.24742256,68.09974553,68.38809418,68.09823614,68.40361438
A13318152,0.016810184,14750,0.450469637,0.692573831,0.698549912,0.688285816,0.697643323,0.685816273
A13318152,0.0109245,10075,0.286985797,0.055965831,0.056470179,0.054955803,0.056517456,0.055919886
A13318152,0.034091495,11578,0.380281843,21.90064534,21.99501144,21.81248104,22.02820885,21.76688003
A13318152,0.017089993,17399,0.748126467,0.737745546,0.742079234,0.720581475,0.747929854,0.740391622
A13318152,0.037700618,14032,0.28775343,49.63607668,49.62731614,49.64599892,49.63116533,49.63982631
A13318152,0.020942688,9607,0.472980194,6.866285385,6.863201302,6.871605382,6.861689116,6.868645741
A13318152,0.012050751,29937,0.565423362,0.11107341,0.110987228,0.111025146,0.111200524,0.111080742
A13318152,0.027739652,20066,0.57833056,37.20932588,37.08667135,37.27455045,37.13213564,37.34394606
A13318152,0.014443258,8861,0.587136388,0.378462326,0.380085491,0.375239975,0.380021603,0.378502234
A13318152,0.012715133,15344,0.825605086,0.229244433,0.227881966,0.230876001,0.229068231,0.229151534
A13318152,0.012841971,13723,0.586264141,0.253252158,0.2529628,0.252984264,0.252268104,0.254793462
A13318152,0.013332441,16141,0.612017458,0.263848287,0.263252245,0.263892854,0.263928382,0.264319665
A13318152,0.028698156,12522,0.274025125,45.44991089,45.33358704,45.68024626,45.18733695,45.59847329
A13318152,0.025003768,14473,0.28444576,26.76190072,26.69074782,26.86142608,26.62491313,26.87051586
A13318152,0.025914226,14513,0.386592908,28.23574548,28.15853179,28.33897946,28.14956248,28.29590819
A13318152,0.017747722,20922,0.361715177,2.11306812,2.118543975,2.110090853,2.11585494,2.107782713
A13318152,0.038680163,13936,0.534971201,63.1300855,63.06520121,63.16000036,63.06668934,63.2284511
A13318152,0.024085543,10201,0.408000295,11.93309136,11.92659745,11.93903507,11.92547498,11.94125794
A13318152,0.01878533,21363,0.312580614,1.429814825,1.440545646,1.419456468,1.440531776,1.41872541
A13318152,0.010676264,10908,0.812053411,0.08127967,0.081763146,0.080016641,0.082277613,0.081061278
A13318152,0.022653657,11119,0.879890013,16.58171809,16.57053437,16.56719022,16.47163631,16.71751144
A13318152,0.012989792,17359,0.790707734,0.944099327,0.939214704,0.943245851,0.942580315,0.951356437
A13318152,0.011562307,11026,0.842152982,0.029114594,0.03209433,0.028061745,0.028227655,0.028074647
A13318152,0.017683669,14963,0.457149285,3.051347151,3.048557001,3.052273355,3.051056149,3.053502098
A13318152,0.011401743,9211,0.862881389,0.02811512,0.028583631,0.029766543,0.02804957,0.026060734
A13318152,0.025443805,8779,0.544307574,15.43185096,15.41480056,15.45206789,15.42146599,15.43906938
A13318152,0.016870561,18962,0.712094266,0.911612363,0.921343239,0.90631905,0.914759497,0.904027665
A13318152,0.012590448,11437,0.503044301,0.259591239,0.258894859,0.259237317,0.259764023,0.260468758
A13318152,0.025676506,12274,0.430426233,26.05009305,25.95283276,26.14520158,25.98295719,26.11938068
A13318152,0.012309414,13737,0.59966154,0.149718665,0.149069795,0.150384143,0.149518606,0.149902117
A13318152,0.013620767,19346,0.453989311,0.277034752,0.277168816,0.276343778,0.277662321,0.276964091
A13318152,0.023045562,9260,0.395782963,36.45813598,36.23647496,36.68116824,36.25852289,36.65637784
A13318152,0.012819711,28157,0.323078659,0.206686522,0.206406329,0.206702304,0.206264613,0.20737284
A13318152,0.012182678,12964,0.771801765,0.130741699,0.130511369,0.130749171,0.130458955,0.131247299
A13318152,0.013171247,22230,0.68615853,0.262343426,0.261550495,0.262400036,0.262522713,0.262900458
A13318152,0.02662644,11273,0.586060922,48.25900355,48.03825751,48.3174049,48.07146192,48.60888987
A13318152,0.018925542,13689,0.435080856,1.659406906,1.669088175,1.645557022,1.678095578,1.644886849
A13318152,0.016905769,16721,0.621790101,5.912270421,5.883668751,5.926341674,5.903864761,5.935206497
A13318152,0.020473894,15465,0.634319739,14.39326379,14.35501634,14.46536209,14.30024378,14.45243296
A13318152,0.022531004,9430,0.506177581,17.45858936,17.38105971,17.47070621,17.41064271,17.57194879
A13318152,0.029879074,13024,0.574708101,41.74085296,41.5559335,41.92229963,41.67276956,41.81240915
A13318152,0.017487918,24543,0.712605832,9.323833799,9.284649911,9.335159315,9.288073784,9.387452184
A13318152,0.021155597,26346,0.803322552,15.3876963,15.34900887,15.42810644,15.34197829,15.4316916
A13318152,0.014381229,11874,0.646501073,0.9096699,0.907901646,0.912207814,0.909744637,0.908825504
A13318152,0.018579305,16853,0.467799851,3.71952184,3.720853186,3.721754169,3.719994353,3.715485651
A13318152,0.023726871,9575,0.318004382,25.68829887,25.55659346,25.78489202,25.58993789,25.8217721
A13318152,0.022179774,16084,0.514126721,9.993389922,9.979448099,10.00589728,9.98454455,10.00366976
A13318152,0.012644143,13614,0.541523637,0.229204588,0.22868212,0.229759127,0.22888163,0.229495473
A13318152,0.035955819,21221,0.578187609,87.84712768,87.60928073,88.27212155,87.64273347,87.86437496
A13318152,0.026500727,24284,0.600828479,68.17986767,67.81622284,68.51236861,67.9681977,68.42268151
A13318152,0.03009808,9569,0.463484978,39.48404972,39.37883428,39.6056451,39.35015293,39.60156655
A13318152,0.018963388,26592,0.447932755,5.926271175,5.918872066,5.936093328,5.917747961,5.932371346
A13318152,0.018710264,8853,0.638801755,2.701894804,2.70251562,2.687851557,2.714104847,2.70310719
A13318152,0.01927876,14558,0.809486484,7.08449927,7.068113544,7.089413508,7.05416627,7.126303756
A13318152,0.016404771,15400,0.411945998,4.863033372,4.839548533,4.879241199,4.848879428,4.884464328
A13318152,0.021441059,18833,0.789981397,11.88560271,11.84203135,11.90751884,11.86618792,11.92667272
A13318152,0.012163108,10100,0.780719539,0.164577311,0.164339754,0.164371732,0.163506648,0.16609111
A13318152,0.013565249,18897,0.505870551,0.472556612,0.473217044,0.473012238,0.472564357,0.471432809
A13318152,0.02546793,26711,0.84001113,41.10076374,40.86234692,41.31030508,41.06687333,41.16352963
A13318152,0.021066057,12982,0.504717017,10.57384014,10.55038729,10.58472447,10.5512623,10.60898648
A13318152,0.040275466,8556,0.234441006,54.11276697,54.14113135,54.08149383,54.1345632,54.09387949
A13318152,0.012374863,10539,0.388738016,0.18931563,0.189398873,0.188937932,0.189850893,0.189074823
A13318152,0.013895572,17918,0.727251793,0.288977415,0.291736975,0.287947012,0.289359467,0.286866207
A13318152,0.02297341,15602,0.528021275,16.71792928,16.68764886,16.76735368,16.66059374,16.75612084
A13318152,0.018899304,24080,0.747971583,7.232521369,7.206216644,7.258748201,7.21001621,7.255104421
A13318152,0.020494465,10154,0.803187348,14.30349939,14.21827036,14.51001135,14.21365069,14.27206515
A13318152,0.018908217,27412,0.649935716,1.742258256,1.747790041,1.727962299,1.755706418,1.737574265
A13318152,0.014970644,14270,0.350859131,1.871533119,1.866360915,1.877667506,1.865720323,1.87638373
A13318152,0.012014772,14638,0.513820305,0.109159711,0.10959388,0.108901458,0.109375651,0.108767856
A13318152,0.012129753,15009,0.353591776,0.143321457,0.143491372,0.142832928,0.143767929,0.1431936
A13318152,0.014115239,30713,0.458467025,0.490872238,0.492443369,0.490797249,0.490128156,0.490120176
A13318152,0.018809067,18485,0.618105913,4.050196775,4.040196907,4.067089398,4.046269457,4.047231339
A13318152,0.018197986,10011,0.68302984,1.756494537,1.767383872,1.761164017,1.760410655,1.737019603
A13318152,0.021723459,13324,0.648528321,2.942329339,2.966819491,2.967977715,2.948437068,2.886083082
A13318152,0.021527297,15986,0.697173332,14.77914193,14.72562671,14.78773199,14.75242084,14.85078818
A13318152,0.014065327,13319,0.558132829,0.315686709,0.316727427,0.314114399,0.317345438,0.314559572
A13318152,0.015364971,23620,0.74877466,1.191984591,1.191481366,1.189857106,1.193125796,1.193474095
A13318152,0.032662216,27739,0.559656666,48.2813798,48.24882816,48.31552512,48.16649541,48.39467051
A13318152,0.029811032,9395,0.508238844,20.98423695,20.99957544,20.96015989,21.01506412,20.96214833
A13318152,0.019628004,16209,0.791233781,8.6644092,8.616084129,8.662312438,8.64407881,8.735161424
A13318152,0.016985533,29390,0.532315732,1.541877256,1.544750699,1.53996068,1.545621338,1.537176305
A13318152,0.011837879,14954,0.670373332,0.092230047,0.092340777,0.092701273,0.093159667,0.090718472
A13318152,0.01785758,12831,0.845003785,2.57342323,2.577646929,2.566653721,2.574262983,2.575129288
A13318152,0.026114313,11521,0.771978783,12.58103946,12.57480772,12.57401925,12.60701293,12.56831793
A13318152,0.012929778,19301,0.560106767,0.268446486,0.269476269,0.268253775,0.267897815,0.268158084
A13318152,0.016012972,18576,0.791011329,4.019710273,4.015578188,4.031412535,3.994760855,4.037089513
A13318152,0.011303808,8374,0.546157358,0.052130597,0.053024111,0.050812375,0.053203641,0.051482259
A13318152,0.019240273,18070,0.788366172,9.673924738,9.666545901,9.715002726,9.602574109,9.711576216
A13318152,0.013736482,14252,0.667038385,0.417548356,0.418849851,0.41689173,0.418638375,0.415813469
A13318152,0.033196292,9039,0.599604022,38.64856101,38.62008614,38.68347704,38.58222569,38.70845518
A13318152,0.016647295,9374,0.492285784,1.043606759,1.04927562,1.039459051,1.04899747,1.036694896
A13318152,0.012033281,8152,0.863127005,0.236917602,0.235940277,0.238840277,0.23595902,0.236930835
A13318152,0.012138936,13404,0.663296121,0.112619371,0.112162949,0.11297279,0.113541158,0.111800588
A13318152,0.019264817,29190,0.859040263,14.32780574,14.27768628,14.31894413,14.2803116,14.43428096
A13318152,0.015277798,24378,0.620570773,0.587818936,0.589600468,0.586635846,0.591235905,0.583803525
A13318152,0.017549309,29410,0.865929145,8.528594595,8.51775171,8.559223048,8.478905657,8.558497963
A13318152,0.011338867,8973,0.693870779,0.035471914,0.037065463,0.03459067,0.035700441,0.03453108
A13318152,0.018728205,15831,0.399772378,8.14724607,8.119990034,8.174779766,8.129064975,8.165149504
A13318152,0.012362868,13884,0.656216821,0.142886058,0.142673837,0.143216155,0.142657812,0.142996427
A13318152,0.019313524,10062,0.268792592,8.069374351,8.033673835,8.101165851,8.041171212,8.101486507
A13318152,0.012096701,10264,0.570154865,0.094053097,0.093496435,0.093899548,0.094584869,0.094231535
A13318152,0.014470847,9420,0.416989718,0.717729628,0.716827806,0.720402139,0.717937615,0.71575095
A13318152,0.012680351,12168,0.75484272,0.252915181,0.252679846,0.254390505,0.25382223,0.250768141
A13318152,0.010624672,11299,0.730619303,0.090438756,0.091396274,0.089564449,0.091852325,0.088941974
A13318152,0.032171661,13077,0.638635528,31.53022516,31.52458914,31.54542749,31.51151747,31.53936654
A13318152,0.028881919,8995,0.346750558,16.50409486,16.52611874,16.48072269,16.52837445,16.48116355
A13318152,0.013363362,11876,0.653139204,0.829989281,0.827332337,0.831898192,0.826955081,0.833771512
A13318152,0.026432256,12423,0.752121306,19.23462808,19.20082646,19.23953382,19.22079247,19.27735958
A13318152,0.012121754,10120,0.390106796,0.288287248,0.288868728,0.288209082,0.28806489,0.288006293
A13318152,0.013178315,15740,0.475242553,0.487308064,0.486817669,0.488786221,0.484961383,0.488666983
A13318152,0.020458022,10086,0.501635245,8.195065117,8.179217667,8.209849268,8.173922259,8.217271275
